Nom_llibre|Usuari|Puntuacio|Titol|Data|Text|Votacions
El monje que vendió su Ferrari: Una fábula espiritual (Clave)|D.P.|3,0 de 5 estrellas|Demasiado forzado|Revisado en España el 26 de enero de 2019|He leído muchos libros de autoayuda, bastantes de ellos clásicos y pensaba que este sería otro de ellos pero simplemente no me ha llegado este libro. Todo es demasiado forzado y suena artificial, ese intento de comprimir tantas lecciones en una sola historia lo hace poco creíble. Lo he intentado y hay algún punto a nivel práctico interesante pero no me deja buen sabor, no me parece nada genuino. Es como un "Guerrero Pacífico" pero sin encanto. Creo que hay mejores opciones para leer sobre la superación y el despertar de la conciencia.|A 2 personas les ha parecido esto útil
El monje que vendió su Ferrari: Una fábula espiritual (Clave)|AlvarAmazon|4,0 de 5 estrellas|Libro directo de fácil lectura|Revisado en España el 28 de septiembre de 2019|Libro básico en el tema de la autoayuda. Es de fácil lectura y muy directo. Particularmente prefiero más los libros de Laurent Gounelle, ya que utiliza la historia de los personajes para introducir estudios tanto científicos como psicológicos, siendo así más fácil de recordar y mucho más ameno.|A 2 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Raquel C.|5,0 de 5 estrellas|Recomendable para comenzar el cole y aumentar la autoestima|Revisado en España el 13 de septiembre de 2018|Este libro incluye 6 preciosos cuentos que ayudan a los pequeños a sentirse identificados con los "problemas" de su día a día y como afrontarlos de manera positiva. El lenguaje empleado es sencillo, lo entienden rápidamente.Las ilustraciones son preciosas. Tapa duraRecomendable desde los 3 años.|A 78 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Núria|5,0 de 5 estrellas|Genial!|Revisado en España el 12 de abril de 2018|Soy psicóloga y trabajo con niños. Es ideal para trabajar los diferentes aspectos que enseña el libro de una manera visual, que ayuda a la comprensión y a recordar lo aprendido.Aunque los ejemplos que muestran los cuentos son para niños pequeños, es fácilmente adaptable a ejemplos para niños mayores y los cuentos también les gustan.|A 74 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Rosebud|4,0 de 5 estrellas|ESTÁ BIEN, SIN MÁS.|Revisado en España el 12 de noviembre de 2018|Es un libro escrito en un lenguaje muy claro, con ejemplos e imágenes para que los críos puedan "visualizar sus emociones" cosa que está muy bien. Es bastante infantil, dirigido principalmente a niños de hasta unos 6 - 7 años como mucho, para niños más mayores que eso les puede sonar un poco a cuento para bebés. Yo lo que hago es que le pido a mi hija mayor (10) que se lo lea a la pequeña (5) y así las dos se van quedando con el mensaje, pero está claro que le gusta mucho más a la pequeña que a la mayor.Como idea está bien, tampoco creo que sea como para ponerle 5 estrellas porque son cuentos muy sencillitos, nada del otro mundo y además es que es un libro caro las cosas como son, porque si bien es verdad que la edición es muy bonita, tapas duras y demás, lo que es el contenido tampoco es que sea muy extenso (lógico, así pueden sacar ahora la segunda parte).En fin, una de esas cosas que uno cuando las descubre se dice... "¿por qué no se me ocurriría antes a mí?" ;-)|A 42 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|pablo|5,0 de 5 estrellas|Maravilloso libro|Revisado en España el 28 de febrero de 2018|Un libro maravilloso que todo padre debería leerle a su hijo. Se tratan temas tan profundos y a la vez complicados de una manera extraordinaria haciendo que los padres tengamos en este libro una herramienta para circunstancias que le pasan a nuestros pequeños en su día a día, ayudándoles a resolverlas. La recomendaría una y mil veces|A 29 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Ali|5,0 de 5 estrellas|Maravilloso!!!|Revisado en España el 29 de agosto de 2018|Es un libro maravilloso. Nuestra hija de 4 años lo elige casi cada noche, le encanta. Nos ayuda mucho con el sistema de crianza que hemos elegido. Trabaja emociones y valores muy importantes para nosotros mediante cuentos ilustrativos y con un lenguaje fácil, divertido y empatico, es todo un acierto. De hecho tras comprar el nuestro hemos comprado dos mas para regalar y han encantado también y lo hemos recomendado a otros padres con el mismo buen resultado. Recomendable totalmente.|A 20 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Cliente Amazon|5,0 de 5 estrellas|Transmite valores y buena educación a los niños|Revisado en España el 10 de febrero de 2018|Genial. A mí hijo de 4 años le han encantado las historias, y ha entendido el mensaje hasta tal punto que si en un momento de "crisis" evocamos alguna de las historias, son una herramienta muy útil para razonar con él en esas situaciones.|A 24 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Cliente Amazon|1,0 de 5 estrellas|FALTA UNO DE LOS CUENTOS|Revisado en España el 3 de marzo de 2019|El cuento lo recibimos a tiempo y está muy bien presentado, sin embargo tenemos un gran disgusto cuando hemos visto al regalarlo que falta el cuento nº 5: Rayos de Sol, sobre la confianza en uno mismo. Hemos comprobado que no viene en otro orden, no aparece en el libro. Esperamos se pongan en contacto con nosotros para solucionarlo.|A 13 personas les ha parecido esto útil
De mayor quiero ser... feliz: 6 cuentos para potenciar la positividad y autoestima de los niños (Emociones, valores y hábitos)|Cliente Amazon|5,0 de 5 estrellas|Sencillamente un 10.|Revisado en España el 3 de noviembre de 2017|Trata conceptos que para mi (sólo tengo 1 niña y vino sin manual de instrucciones!!!)  resultaban muy abstractos y dificiles de explicar a una niña pequeña. Son 6 cuentos muy cortitos con ejemplos fáciles de seguir y entender. Al sentirse identificada con las situaciones los escucha muy atenta. Además las ilustraciones le encantan!|A 13 personas les ha parecido esto útil
Excursiones (Busca y encuentra)|Esther|5,0 de 5 estrellas|Buena relación calidad precio|Revisado en España el 14 de diciembre de 2019|Para el precio que tienen está muy bien.Son para niños de hasta 3 años, ya que son bastante fáciles.|A 8 personas les ha parecido esto útil
Excursiones (Busca y encuentra)|Cliente Amazon|5,0 de 5 estrellas|Muy buena compra para niños 2 años|Revisado en España el 23 de enero de 2018|A mis hijos les encantan todos los libros de esta colección. Ellos tienen 2 y 3 años nos lo pasamos muy bien buscando todas las cositas incluso nos inventamos una historia. Por el precio que tiene es perfecto y además lo pueden pasar ellos muy bien con sus manos|A 5 personas les ha parecido esto útil
Excursiones (Busca y encuentra)|Moises P.|5,0 de 5 estrellas|Buenísimo libro para niños pequeños. Muy recomendable|Revisado en España el 29 de abril de 2019|Estos libros son fantásticos. Ayudan a los niños a concentrarse y aprender vocabulario nuevo. También a relacionar conceptos.Las ilustraciones son coloridas y graciosas. A nuestra hija les encanta.|A 2 personas les ha parecido esto útil
Excursiones (Busca y encuentra)|Cliente Amazon|5,0 de 5 estrellas|A mi hijo le encanta|Revisado en España el 26 de febrero de 2020|A mi hijo le encanta el libro. Aún es pequeño para buscar-encontrar... pero le encanta mirar los dibujos y va señalando todo lo que le va llamando la atención y yo aprovecho para decirle cómo se llama cada cosa. Pasamos muchos ratos así y cuando llega de la guardería lo primero que hace es señalarme los libros de la estantería para pasar un rato viendo los dibujos. Muy buen precio en comparación con otros libros. Muy contenta con la compra|
Excursiones (Busca y encuentra)|Mary-chan|5,0 de 5 estrellas|Libro Excursiones|Revisado en España el 25 de mayo de 2018|Compré este libro para mi sobrino de dos años, pero todavía no se lo he dado, así que no sé si le hará gracia, pero a mí me parece muy original. Está muy bien el formato, porque no es muy grande, y es de tapa dura, así que no tienes que preocuparte por si el niño/a rompe las páginas. No tiene muchas páginas, pero por el precio que tiene está más que bien.|A 2 personas les ha parecido esto útil
Excursiones (Busca y encuentra)|Neka|3,0 de 5 estrellas|Aunque aceptables, hay colecciones mejores pero más caros|Revisado en España el 12 de septiembre de 2019|Entretenidos y coloridos, recomendables hasta los 3 años...luego se quedan a poco, porq además no tienen muchas páginas!Por su tamaño ideales para ver de viajeAunq hay de otras colecciones más interesantes y completos.|A una persona le ha parecido esto útil
Excursiones (Busca y encuentra)|Ana|4,0 de 5 estrellas|Corto pero entretenido|Revisado en España el 17 de marzo de 2020|Es muy sencillo y de cartón grueso. Quizá demasiado corto, pero por el precio da mucho juego. Mi niña se entretiene bastante, aunque ya encuentra las cosas rápido porque se lo aprende al ser tan cortito. Calidad precio muy buena|
Excursiones (Busca y encuentra)|Amazon Customer|5,0 de 5 estrellas|Buen precio|Revisado en España el 30 de marzo de 2020|Se ajusta al precio que tiene. Cada página doble muestra el panorama de una excursión (al zoo, al parque de atracciones). No hay apenas letra. Es ideal para buscar y encontrar, o para jugar al "veo veo". Tiene muy porquitas páginas, y es muy sencillito. Las páginas son de cartón duro. A pesar de las pocas páginas, creo que es muy recomendable por el precio que tiene. A partir de 15 meses se le puede sacar partido, por eso no me arrepiento.|
1984 (Contemporánea)|Manu|5,0 de 5 estrellas|Gran edición|Revisado en España el 14 de abril de 2019|Edición y traducción clásica de este libro, que no puede faltar, obra maestra, cada vez más actual|A 24 personas les ha parecido esto útil
1984 (Contemporánea)|ALF|5,0 de 5 estrellas|1984 de Orwell. Habla por sí mismo.|Revisado en España el 4 de mayo de 2017|Estamos ante una de las obras literarias de George Orwell por excelencia, nada más ni nada menos que 1984. Narra una historia ficticia con un componente argumental enigmático que nos deja en el tintero muchas preguntas de profundidad reflexiva. Parece un visionario de lo que hoy día vivimos en el nuevo mundo.Recomendable y una lectura muy digerible por su composición "novelesca", te engancha rápidamente, no se hace pesado y no es un libro con pompa, ni virtuosismos.Lectura obligatoria.|A 19 personas les ha parecido esto útil
1984 (Contemporánea)|Héctor Martínez|4,0 de 5 estrellas|Simil de la sociedad actual|Revisado en España el 17 de diciembre de 2016|Una sociedad donde estamos constantemente vigilados, influenciados y estimulados, sin tiempo a poder llegar ni a pensar, donde el gobierno lo controla todo. Novela escrita hace más de medio siglo, con una crítica al mundo comunista del momento, que se adapta perfectamente a la sociedad capitalista actual. Esta novela se incluye dentro de la llamada novela distópica o utópica, al igual que Fahrenheit 451 o Un Mundo Feliz.|A 14 personas les ha parecido esto útil
1984 (Contemporánea)|Mao|5,0 de 5 estrellas|Edición de lujo, para coleccionistas|Revisado en España el 27 de septiembre de 2019|Una cosa es el contenido de la novela, cuya calidad de clásico y obra maestra es indiscutible.Otra cosa es la edición de lujo de Lumen, muy buena, de pasta dura con forros y diseño excelente. El prólogo de Eco es bueno aunque no le hace justicia a la novela, por otro lado el epílogo de Pynchon es excelente, pero vamos, la novela y su edición de lujo es lo que importa. Si eres seguidor de Orwell y 1984, esta edición tiene que estar en tu estantería personal. Vale la pena el precio.|A 2 personas les ha parecido esto útil
1984 (Contemporánea)|EPB|5,0 de 5 estrellas|Una obra maestra|Revisado en España el 12 de julio de 2018|Pocos libros consiguen introducir tanto al lector en su historia. Echaba de menos un libro que me hiciera sentir las alegrías y angustias de los personajes como si de uno mismo se tratara. E incluso que consiguiera que mi cerebro activara olores y sabores mientras devoraba una y otra página, ansioso por avanzar. Totalmente recomendable.|A 5 personas les ha parecido esto útil
1984 (Contemporánea)|Felipe|5,0 de 5 estrellas|La realidad superará la ficción|Revisado en España el 29 de mayo de 2016|A pesar de que ser una historia de ficción y, aunque no sufrimos una represión tan brutal, Orwell supo bien hacia donde se encaminaba (más o menos) la sociedad del futuro. La trama vendría a ser como el 'reality' Gran Hermano pero a escala global.El tono general de la novela es opresivo, pero también tiene partes más suaves y hasta divertidas (algunos diálogos son para enmarcarlos y solo por ellos ya merece la pena leerla).Sobre la traducción, tengo que decir que no me disgusta que se haya traducido 'Big Brother' por Hermano Mayor, ya que imaginar carteles con la cara de Milá y la voz del 'Súper' hubiese sido bastante más terrorífico.Lectura recomendable, sin duda.|A 7 personas les ha parecido esto útil
1984 (Contemporánea)|MTGM|5,0 de 5 estrellas|Un mundo imaginario escrito en 1939 y que hoy se ha hecho  realidad en parte|Revisado en España el 30 de septiembre de 2019|Me ha gustado constatar a través de la lectura de esta obra la manipulación que puede hacerse a las personas.  Uno se siente representado en los personajes que viven dominados sin darse ellos cuenta y piensan lo que  se les dicta. EL autor  de "1984" pretendió hacer  una crítica de los paises comunistas, sobrre todo de la Rusia de Stalin, pero hoy  esa misma crítica se puede hacer del  mundo en que vivimos.  una lección que debemos aprender: m,antener el espíriyu crítico siempfre.|A una persona le ha parecido esto útil
1984 (Contemporánea)|Cliente Amazon|1,0 de 5 estrellas|Libro mal impreso.|Revisado en España el 25 de febrero de 2020|El libro me ha venido mal impreso. Faltaban las páginas de la 65 a la 96. En su lugar, estaban de nuevo las páginas de la 33 a la 64. Después, volvías a la 64 y te lleva a la 97.No he podido reemplazarlo por otro tampoco (ni a través de la App ni en atención al cliente). Ahora tengo que esperar a que vengan a devolverlo a casa.|A 3 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|ROBERTO|1,0 de 5 estrellas|Espeluznantemente malo.|Revisado en España el 27 de septiembre de 2018|Si hay un ejemplo de sobrevaloración mediática es esta novela. Insistir en relación con otras críticas leídas que los personajes y protagonistas son bastante ridiculos e infantiles, la trama resulta simple, enrevesadamente simple. La redacción podría ser la de un niño o niña de diez años, espabilado pero die años, o menos.... Hay reacciones y situaciones realmente absurdas desde el comienzo del libro. Podría haberlas recopilado aunque creo que no merece la pena perder más tiempo en este libro que el que ya he sufrido. En resumen, demasiado confuso para críos y demasiado infantil para adultos. Un auténtico truño vamos.|A 88 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|M. Schmidt|1,0 de 5 estrellas|Si te gustan las pelis de los domingos al mediodia de Antena 3....|Revisado en España el 2 de octubre de 2018|Es uno de los libros más malos que he leído en mi vida. Tiene un argumento rocambolesco ( desde la primera página, un tipo andando en pelotas el día de Navidad en Bostón, que llega a varios grados bajo cero, es decir, no llegaría ni a la puerta de su casa) donde las incongruencias ( con quien habla el doctor, que dice ser el mismo por ejemplo??, ) y los absurdos ( la historia del padre...y de la hermana pequena son sonrojantes...) se multiplican sin parar. No entiendo de donde salen las valoraciones postivas, que en mi caso fueron las que me empujaron a darle una oportunida,  porque de verdad que es malo, malo malo. Y lo siento por al autor porque creo  que l'ei en algún sitio que había publicado gracias al crowfunding, pero es que la obra es infumable.|A 71 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|Natalia Ortiz Roig|1,0 de 5 estrellas|Horroroso!!!!|Revisado en España el 11 de agosto de 2018|Decepcionante. Un libro pésimo. Parece escrito por un niño de 8 años. Argumento pueril donde nunca llegas a creerte nada de lo que pasa y encima no empatizas con ningún personaje. De lo peor que he leído. Si estos son los escritores de hoy en día yo soy Balzac.|A 67 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|Maria|1,0 de 5 estrellas|No te fíes de los top ventas|Revisado en España el 25 de diciembre de 2018|Lo he dejado. Éxito editorial? Parece que lo haya escrito la niña más lista de sexto de primaria con el kit básico del escrinova de bizac.|A 46 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|Monic|3,0 de 5 estrellas|Inverosímil, nada creíble|Revisado en España el 27 de mayo de 2018|La estructura del libro me ha gustado, engancha y cada capítulo te deja con ganas de leer más. Hasta mitad del libro he mantenido el interés, pero luego todo se precipita en una trama demasiado compleja e inverosímil, donde los personajes caminan por la novela con total impunidad. Una historia carente de madurez y de reflexión. Una pena, porque podía haber sido una buena historia.|A 47 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|S.G.|1,0 de 5 estrellas|Muy malo|Revisado en España el 21 de agosto de 2018|Historia en principio muy adictiva, pero en cuanto avanza un poco tiene costuras muy mal resueltas, y el final está muy mal rematado.|A 44 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|Ingrid|1,0 de 5 estrellas|Le han dado demasiado bombo y platillo|Revisado en España el 3 de noviembre de 2018|No me ha gustado nada, creo que ha sido un libro tonto, hay cosas que no se entienden, un final horrible y en fin no lo recomiendo para nada. Igual que el otro.|A 37 personas les ha parecido esto útil
El día que se perdió la cordura (Best Seller)|Cliente Amazon|3,0 de 5 estrellas|Decepcionada|Revisado en España el 20 de abril de 2018|Pasable. Con errores en la trama. No me ha encantado. Muy fantasioso, el autor no se priva en tomar cualquier recurso para salir de las situaciones. Quedan muchos cabos sin atar. No profundiza en nada.|A 30 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Stapler|4,0 de 5 estrellas|A mi hijo le encanta, pero las hojas se transparentan|Revisado en España el 6 de noviembre de 2018|Debe estar bien porque mi hijo, que fue quien pidió que se lo comprara, está encantado. También hay que decir que es seguidor de los autores y llevaba pidiendo el libro desde que anunciaron que lo sacarían.Lo que tengo que decir, como persona que ha pagado el libro: el papel es malísimo, se transparenta lo escrito de una hoja a otra, sobre todo cuando hay dibujos. Creo que debían haber cuidado un poco más la calidad.|A 17 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Mónica|4,0 de 5 estrellas|Unas risas|Revisado en España el 18 de enero de 2019|Mis hijos son fans de esos youtubers (a mí pesar), así que al ver el libro, me dije mejor que lean que los vean, je je je. Y lo cierto es que lo leyeron del tirón. Tuve que aceptar que aunque literariamente es desastroso, ha conseguido que me ria con el libro y viendo a mis hijos partirse de risa. Una experiencia más.|A 15 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Pedro|5,0 de 5 estrellas|Buen regalo para niño de 9 años. Le encantó.|Revisado en España el 25 de diciembre de 2019| Lo mejor es que un niño al que no le entusiasme leer, lo pida como primera opción como regalo de cumpleaños.Independientemente de la calidad literaria, a el le ha gustado mucho. Si esto le ayuda para aficionarse a la lectura, pues perfecto.El libro tiene muchas ilustraciones lo que ayuda a hacer más amena la lectura para los más pequeños.Sobre la calidad de las hojas del libro, decir como dicen otras opiniones, que son muy finas, lo cual se nota sobre todo en las paginas impresas con dibujos que se transparentan. Aún con eso creo que no afecta a la lectura. Dejo video y fotos para que podais decidir antes de comprar.Por favor si esta opinión te ha sido útil, dale al botoncito de abajo. Gracias!|A 9 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Alberto|4,0 de 5 estrellas|Algo divertido que prefiero que lea a que vea.|Revisado en España el 22 de marzo de 2019|Aunque muy a mi pesar no es el libro idoneo ni aquel que hubiera preferido que leyesen prioritariamente, reconozco que hoy en dia es dificil ver leer a los niños con tanta tecnologia, asi que tras pedirmelo no dude en comprarselo. Estoy contento porque aparte de que siempre lee su ratito antes de dormir o en momentos de aburrimiento, tambien deja un poco de lado la tablet y encima se rie y hasta yo he tenido que reirme en algun momento...La unica pega, que las hojas son para mi algo transparentes o debiles segun lo mires, y que no es el mejor aprendizaje ni para leer ni para aprender a escribir porque es un poco desastroso.. pero en definitivo contento.|A 9 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Cristina|5,0 de 5 estrellas|Se lo beben los niños de 12 años|Revisado en España el 3 de noviembre de 2018|Mi hijo de 12 años al que le cuesta mucho leer, se lo ha bebido en 2 días. Busco más de este autor.|A 7 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Toni S.|5,0 de 5 estrellas|Lectura fácil y divertida para un niño de 9 años|Revisado en España el 11 de enero de 2019|Ha sido un regalo de Reyes y a mi hijo de 9 años le ha encantado. En menos de una semana ya se ha leído casi medio libro. Busca cualquier rato libre para ponerse a leer cuando siempre he tenido que estar encima para conseguir que lea un poco. Recomendable 100%.|A 7 personas les ha parecido esto útil
Los compas y el diamantito legendario (4You2)|Iciar|3,0 de 5 estrellas|No ha enganchado a mi peque|Revisado en España el 9 de enero de 2020|A mi hijo de 8 años le gusta mucho MikeCrack y ve sus videos en youtube.Le compré el libro pensando que le gustaría mucho y como aliciente para la lectura, ya que le gustan mucho los comics, pero aunque se ha puesto a leerlo, no le ha enganchado mucho.Pensaba que era tipo comic y aunque tiene ilustraciones los textos son largos.Quizá para un niño de más edad vaya mejor|A una persona le ha parecido esto útil
Los compas y el diamantito legendario (4You2)|SPHYNX|5,0 de 5 estrellas|A mi hijo pequeño le le gusta mucho|Revisado en España el 4 de diciembre de 2018|A mi hijo pequeño le está encantando y en cuanto tiene algo de tiempo libre está leyéndolo, y con eso me basta para darle los 5 puntos|A 4 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|Alegría|5,0 de 5 estrellas|Recomendable|Revisado en España el 26 de septiembre de 2018|Libro de tamaño medio, manejable para los niños, con tapas duras y resistentes.Incluye adivinanzas; al lado de cada una, una ilustración orientativa, y al voltear la hoja, la solución con una curiosidad sobre ella.Es perfecto para niños que empiezan a leer, no hay texto en exceso y las ilustraciones lo hacen entretenido.La relación calidad-precio es genial. Son 250 páginas con adivinanzas divididas en 11 categorías (granja, selva, frutas, la ciudad...).Lo recomendaría para niños en edad lectora, mi hijo de cinco años está encantado con él.|A 30 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|Diana|4,0 de 5 estrellas|Libro muy informativo para niños de 6 en adelante minimo|Revisado en España el 13 de septiembre de 2019|Libro colorido con informacion relevante para niños de 6 años en adelante. Mi hija tiene 5 y medio y las explicaciones de las adivinanzas de muchas de ellas no las puede entender. Pero la informacion es muy buena. Lo recomiendo a partir de 6-7 años de edad|A 6 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|HDCO|5,0 de 5 estrellas|Muy acertado|Revisado en España el 15 de enero de 2018|En una página te describe la adivinanza, en la página de al lado con un dibujo te da una pista y al pasar la página, un dibujo de la solución con un texto descriptivo. Por ejemplo, si la respuesta es elefante, te explica cosas curiosas de los elefantes.|A 7 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|Cliente Amazon|5,0 de 5 estrellas|Perfecto|Revisado en España el 3 de febrero de 2017|Un libro perfecto para niños de 6 años aproximadamente. A mi peque le encanta y cada día lee por lo menos 1 adivinanza. Lleva con él casi un mes sin soltarlo, desde que se lo trajeron los Reyes. Además como es pequeño es muy manejable para peques y con tapas duras que lo hacen más resistente. Está fenomenal con ilustraciones de las soluciones y con explicaciones|A 8 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|Fran López|5,0 de 5 estrellas|Práctico por el tamaño|Revisado en España el 19 de diciembre de 2019|Me sorprendió el tamaño del libro, es pequeño de largo, una cuarta más o menos, pero es gordito, entonces puedes llevarlo fácilmente en el bolso. El material es de calidad y lo que más me gusta es que trae la adivinanza y en la página siguiente la solución con una explicación. Fue un regalo para un niño de 6, encantado.|A 2 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|ANGEL Y BELEN|5,0 de 5 estrellas|Muy variado|Revisado en España el 11 de septiembre de 2019|Es un libro con tapa dura y se ve duradero.  Tiene 231 páginas y es muy fácil de leer y entender. Igual para mi niño de 5 años algunas no conoce como el buzón jajajja pero me parece muy divertido|A 2 personas les ha parecido esto útil
Adivinanzas para leer antes de dormir (Adivina adivinanza)|David|4,0 de 5 estrellas|Muy bueno el libro|Revisado en España el 15 de noviembre de 2019|Es genial el libro, los niños se entretienen muchísimo, y aprenden mucho ya que primeramente te dice la adivinanza y pone una pista, y una vez que se acierta, pasas la hoja y tienes una explicación del objeto en cuestión de la adivinanza, explicación y cultura general sobre el objeto. Recomiendo mucho su compra|
Adivinanzas para leer antes de dormir (Adivina adivinanza)|danip|5,0 de 5 estrellas|Genial|Revisado en España el 29 de enero de 2020|Pues mi sobrino tiene 5 años y la verdad es que es un acierto. Eso sí, para más edad no valdría porque es un poco simple, pero le ha encantado y a mí también! Trae muchas adivinanzas y es divertido. Además es resistente.|
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|PC|5,0 de 5 estrellas|Engancha. Muy útil para familiares ingresados en hospital, por ejemplo. Toda la familia junta pintando.|Revisado en España el 14 de febrero de 2018|Este libro lo compré para mí, para pintar de vez en cuando. Empecé un día, quería estar un ratito y me enganchó y estuve horas. Intentando combinar colores me abstrajo y me olvidé de otras cosas que me rondaban (preocupaban).  Entonces un familiar fue ingresado en el hospital, nada grave pero había que estar allí y matar el tiempo. Llevé el libro y terminó toda la familia pintando, incluído el ingresado. Se lo regalé a una amiga que su madre estaba en una residencia y les ha gustado mucho porque es algo que pueden hacer juntas durante horas.Sin estar enfermo, está muy bien también.Con respecto a las frases, son muy positivas. Compré otro que era más sarcástico pero las frases no me gustaron tanto aunque si es por pintar daba igual.  En cada página viene una frase con distintas formas geométricas, etc para pintarlas. Se pueden arrancar aunque no viene un sistema de punteado para facilitarlo.Aparte del libro compré también un estuche de boligrafos de colores de gel, brillo, neón... Venían bastantes.|A 27 personas les ha parecido esto útil
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|Rosario S.|3,0 de 5 estrellas|Se duplican los dibujos|Revisado en España el 28 de junio de 2018|He comprado 2 libros en esta casa el de "He decidido usar el sarcasmo" y el de "Si la vida te da un palo hazte una escoba". me gusta el papel y los dibujos, el problema es que se duplican. En el mismo libro encuentras paginas iguales y si encima tienes dos libros como yo, vuelven a repetir en uno y otro. Es la unica pega que le encuentro.|A 15 personas les ha parecido esto útil
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|Marta|5,0 de 5 estrellas|A mi me relaja|Revisado en España el 21 de marzo de 2019|Cuando lo compré pensé que era una tontería, pero la verdad es que me acaba relajando mucho. Pinto cada pequeña zona de un color diferente, combinando los colores de forma atractiva (o, al menos, a mi me lo parece). El echo de tener que fijarme tanto para no salirme de la raya, sobretodo en las zonas pequeñas, y de combinar los colores, hace que no piense en otras cosas y a la que me doy cuenta ya estoy relajada.También va muy bien que pese poco, porque así lo puedo llevar al comedor, al balcón o donde quiera que vaya a pintar.Yo uso rotuladores y al ser negra la parte de atras de las hojas hace que traspase la tinta. Y no penseís que es negra y ya está. No. Es negra pero con dibujos estampados. Así, que la parte de atrás de las hojas también es bonita. Y todas son diferentes.La pena es que hay algunos fondos que estan repetidos. Pero bueno, cambiaré los colores.También pienso que como los dibujos estan rodeados por un marco, pueden quedar bien si los pones en la pared, o en un corcho, o donde quieras.Cuando lo acabe compraré otro de la colección.|A 7 personas les ha parecido esto útil
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|Rosa|5,0 de 5 estrellas|Entretenido y original|Revisado en España el 25 de febrero de 2019|Esta muy chulo el libro tiene variedad de dibujos la mayoría abstractos, papel de buena calidad y dibujo solo de una cara por si utilizas rotuladores o pinturas que traspasen.|A 12 personas les ha parecido esto útil
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|JLGR|4,0 de 5 estrellas|asequibles y con mensaje reflexivo/psitivo|Revisado en España el 2 de febrero de 2019|fue un regalo para mi madre, aunque al final todos hemos terminado pintando..jajaja.  Los dibujos son asequibles para todo el mundo. El papel es bueno y no se calcan al colorerar.. además la parte de atras siempre es negra y lleva un mensajito para reflexionar y que ovocan pensamientos positivos . Ademas trae un código por siquieres descargar un pdf con más dibujos (aunque el problema viene en encontrar un buen papel para impirmirlos).  Muy recomendable|A 2 personas les ha parecido esto útil
Un inspirador libro de colorear para adultos: Si la vida te da un palo, hazte una escoba y echa a volar|Alberto|5,0 de 5 estrellas|MENSAJES POSITIVOS Y DIVERTIDOS|Revisado en España el 2 de octubre de 2017|El libro está muy chulo sobre todo por los mensajes positivos que tiene, me gusta mucho. Los dibujos también están muy bien.|A 7 personas les ha parecido esto útil
